from,to,n
"(3, 0, 0)","(3, 0, 1)",2.1296913340473278e-06
"(3, 0, 1)","(3, 0, 0)",2.1296913340473278e-06
"(1, 0, 0)","(1, 0, 2)",3.1387517836442313e-06
"(1, 0, 2)","(1, 0, 0)",3.1387517836442313e-06
"(2, 0, 0)","(1, 0, 2)",2.6882662208855137e-06
"(1, 0, 2)","(2, 0, 0)",2.6882662208855137e-06
"(3, 0, 0)","(1, 0, 2)",2.6882662208855137e-06
"(1, 0, 2)","(3, 0, 0)",2.6882662208855137e-06
"(1, 0, 0)","(2, 0, 2)",1.6792316436205578e-06
"(2, 0, 2)","(1, 0, 0)",1.6792316436205578e-06
"(2, 0, 0)","(2, 0, 2)",2.1296913340473303e-06
"(2, 0, 2)","(2, 0, 0)",2.1296913340473303e-06
"(3, 0, 0)","(2, 0, 2)",1.679255949774289e-06
"(2, 0, 2)","(3, 0, 0)",1.679255949774289e-06
"(1, 0, 0)","(3, 0, 2)",1.6792316436205574e-06
"(3, 0, 2)","(1, 0, 0)",1.6792316436205574e-06
"(2, 0, 0)","(3, 0, 2)",1.6792559497742882e-06
"(3, 0, 2)","(2, 0, 0)",1.6792559497742882e-06
"(3, 0, 0)","(3, 0, 2)",2.1296913340473286e-06
"(3, 0, 2)","(3, 0, 0)",2.1296913340473286e-06
"(1, 0, 0)","(1, 1, 1)",1.6743860561165956e-10
"(1, 1, 1)","(1, 0, 0)",1.6743860561165956e-10
"(1, 0, 0)","(2, 1, 1)",1.6743860561165951e-10
"(2, 1, 1)","(1, 0, 0)",1.6743860561165951e-10
"(1, 0, 0)","(3, 1, 1)",1.6743860561165954e-10
"(3, 1, 1)","(1, 0, 0)",1.6743860561165954e-10
"(2, 0, 0)","(1, 1, 1)",1.7419463883172235e-10
"(1, 1, 1)","(2, 0, 0)",1.7419463883172235e-10
"(2, 0, 0)","(2, 1, 1)",1.7419463883172235e-10
"(2, 1, 1)","(2, 0, 0)",1.7419463883172235e-10
"(2, 0, 0)","(3, 1, 1)",1.7419463883172235e-10
"(3, 1, 1)","(2, 0, 0)",1.7419463883172235e-10
"(3, 0, 0)","(1, 1, 1)",1.7419463883172232e-10
"(1, 1, 1)","(3, 0, 0)",1.7419463883172232e-10
"(3, 0, 0)","(2, 1, 1)",1.7419463883172232e-10
"(2, 1, 1)","(3, 0, 0)",1.7419463883172232e-10
"(3, 0, 0)","(3, 1, 1)",1.7419463883172235e-10
"(3, 1, 1)","(3, 0, 0)",1.7419463883172235e-10
"(1, 0, 0)","(1, 1, 2)",3.013894901009873e-10
"(1, 1, 2)","(1, 0, 0)",3.013894901009873e-10
"(2, 0, 0)","(1, 1, 2)",3.135503498971004e-10
"(1, 1, 2)","(2, 0, 0)",3.135503498971004e-10
"(3, 0, 0)","(1, 1, 2)",3.135503498971004e-10
"(1, 1, 2)","(3, 0, 0)",3.135503498971004e-10
"(1, 0, 0)","(2, 1, 2)",3.013894901009873e-10
"(2, 1, 2)","(1, 0, 0)",3.013894901009873e-10
"(2, 0, 0)","(2, 1, 2)",3.1355034989710036e-10
"(2, 1, 2)","(2, 0, 0)",3.1355034989710036e-10
"(3, 0, 0)","(2, 1, 2)",3.1355034989710036e-10
"(2, 1, 2)","(3, 0, 0)",3.1355034989710036e-10
"(1, 0, 0)","(3, 1, 2)",3.013894901009873e-10
"(3, 1, 2)","(1, 0, 0)",3.013894901009873e-10
"(2, 0, 0)","(3, 1, 2)",3.135503498971003e-10
"(3, 1, 2)","(2, 0, 0)",3.135503498971003e-10
"(3, 0, 0)","(3, 1, 2)",3.135503498971003e-10
"(3, 1, 2)","(3, 0, 0)",3.135503498971003e-10
"(1, 0, 0)","(1, 2, 2)",6.697544224466385e-11
"(1, 2, 2)","(1, 0, 0)",6.697544224466385e-11
"(1, 0, 0)","(2, 2, 2)",6.697544224466385e-11
"(2, 2, 2)","(1, 0, 0)",6.697544224466385e-11
"(1, 0, 0)","(3, 2, 2)",6.697544224466385e-11
"(3, 2, 2)","(1, 0, 0)",6.697544224466385e-11
"(2, 0, 0)","(1, 2, 2)",6.967785553268898e-11
"(1, 2, 2)","(2, 0, 0)",6.967785553268898e-11
"(2, 0, 0)","(2, 2, 2)",6.967785553268898e-11
"(2, 2, 2)","(2, 0, 0)",6.967785553268898e-11
"(2, 0, 0)","(3, 2, 2)",6.967785553268898e-11
"(3, 2, 2)","(2, 0, 0)",6.967785553268898e-11
"(3, 0, 0)","(1, 2, 2)",6.967785553268897e-11
"(1, 2, 2)","(3, 0, 0)",6.967785553268897e-11
"(3, 0, 0)","(2, 2, 2)",6.967785553268898e-11
"(2, 2, 2)","(3, 0, 0)",6.967785553268898e-11
"(3, 0, 0)","(3, 2, 2)",6.967785553268898e-11
"(3, 2, 2)","(3, 0, 0)",6.967785553268898e-11
"(1, 0, 1)","(1, 0, 1)",0.04154739834032382
"(1, 0, 1)","(2, 0, 1)",3.359183044580376e-06
"(1, 0, 1)","(3, 0, 1)",3.3591830445803754e-06
"(2, 0, 1)","(1, 0, 1)",3.359183044580376e-06
"(2, 0, 1)","(2, 0, 1)",0.04154650960540431
"(2, 0, 1)","(3, 0, 1)",5.3803551443201845e-06
"(3, 0, 1)","(1, 0, 1)",3.359183044580372e-06
"(3, 0, 1)","(2, 0, 1)",5.3803551443201845e-06
"(3, 0, 1)","(3, 0, 1)",0.04154650960540431
"(1, 0, 1)","(1, 0, 2)",6.891662952875133e-06
"(1, 0, 2)","(1, 0, 1)",6.891662952875133e-06
"(1, 0, 1)","(2, 0, 2)",9.997882510314684e-10
"(2, 0, 2)","(1, 0, 1)",9.997882510314684e-10
"(1, 0, 1)","(3, 0, 2)",9.99788251031468e-10
"(3, 0, 2)","(1, 0, 1)",9.99788251031468e-10
"(2, 0, 1)","(1, 0, 2)",9.997882510314684e-10
"(1, 0, 2)","(2, 0, 1)",9.997882510314684e-10
"(2, 0, 1)","(2, 0, 2)",5.754862717190834e-06
"(2, 0, 2)","(2, 0, 1)",5.754862717190834e-06
"(2, 0, 1)","(3, 0, 2)",1.3556596144353217e-09
"(3, 0, 2)","(2, 0, 1)",1.3556596144353217e-09
"(3, 0, 1)","(1, 0, 2)",9.997882510314681e-10
"(1, 0, 2)","(3, 0, 1)",9.997882510314681e-10
"(3, 0, 1)","(2, 0, 2)",1.3556596144353217e-09
"(2, 0, 2)","(3, 0, 1)",1.3556596144353217e-09
"(3, 0, 1)","(3, 0, 2)",5.754862717190835e-06
"(3, 0, 2)","(3, 0, 1)",5.754862717190835e-06
"(1, 0, 1)","(1, 1, 1)",2.241303209318937e-06
"(1, 1, 1)","(1, 0, 1)",2.241303209318937e-06
"(1, 0, 1)","(2, 1, 1)",2.241365806780865e-06
"(2, 1, 1)","(1, 0, 1)",2.241365806780865e-06
"(1, 0, 1)","(3, 1, 1)",2.241365806780865e-06
"(3, 1, 1)","(1, 0, 1)",2.241365806780865e-06
"(2, 0, 1)","(1, 1, 1)",2.872819321198028e-06
"(1, 1, 1)","(2, 0, 1)",2.872819321198028e-06
"(2, 0, 1)","(2, 1, 1)",2.8727214396990605e-06
"(2, 1, 1)","(2, 0, 1)",2.8727214396990605e-06
"(2, 0, 1)","(3, 1, 1)",2.8727840283971813e-06
"(3, 1, 1)","(2, 0, 1)",2.8727840283971813e-06
"(3, 0, 1)","(1, 1, 1)",2.872819321198028e-06
"(1, 1, 1)","(3, 0, 1)",2.872819321198028e-06
"(3, 0, 1)","(2, 1, 1)",2.8727840283971804e-06
"(2, 1, 1)","(3, 0, 1)",2.8727840283971804e-06
"(3, 0, 1)","(3, 1, 1)",2.8727214396990605e-06
"(3, 1, 1)","(3, 0, 1)",2.8727214396990605e-06
"(1, 0, 1)","(1, 1, 2)",1.1297691338503255e-09
"(1, 1, 2)","(1, 0, 1)",1.1297691338503255e-09
"(1, 0, 1)","(2, 1, 2)",2.0171925037276e-06
"(2, 1, 2)","(1, 0, 1)",2.0171925037276e-06
"(1, 0, 1)","(3, 1, 2)",2.0171925037275996e-06
"(3, 1, 2)","(1, 0, 1)",2.0171925037275996e-06
"(2, 0, 1)","(1, 1, 2)",3.1538089806149537e-06
"(1, 1, 2)","(2, 0, 1)",3.1538089806149537e-06
"(2, 0, 1)","(2, 1, 2)",1.3429446753641005e-09
"(2, 1, 2)","(2, 0, 1)",1.3429446753641005e-09
"(2, 0, 1)","(3, 1, 2)",2.0171304316363336e-06
"(3, 1, 2)","(2, 0, 1)",2.0171304316363336e-06
"(3, 0, 1)","(1, 1, 2)",3.1538089806149537e-06
"(1, 1, 2)","(3, 0, 1)",3.1538089806149537e-06
"(3, 0, 1)","(2, 1, 2)",2.017130431636333e-06
"(2, 1, 2)","(3, 0, 1)",2.017130431636333e-06
"(3, 0, 1)","(3, 1, 2)",1.3429446753641003e-09
"(3, 1, 2)","(3, 0, 1)",1.3429446753641003e-09
"(1, 0, 1)","(1, 2, 2)",1.1053349914386487e-10
"(1, 2, 2)","(1, 0, 1)",1.1053349914386487e-10
"(1, 0, 1)","(2, 2, 2)",1.1053349914386488e-10
"(2, 2, 2)","(1, 0, 1)",1.1053349914386488e-10
"(1, 0, 1)","(3, 2, 2)",1.1053349914386487e-10
"(3, 2, 2)","(1, 0, 1)",1.1053349914386487e-10
"(2, 0, 1)","(1, 2, 2)",1.2884528034441432e-10
"(1, 2, 2)","(2, 0, 1)",1.2884528034441432e-10
"(2, 0, 1)","(2, 2, 2)",1.2884528034441432e-10
"(2, 2, 2)","(2, 0, 1)",1.2884528034441432e-10
"(2, 0, 1)","(3, 2, 2)",1.2884528034441432e-10
"(3, 2, 2)","(2, 0, 1)",1.2884528034441432e-10
"(3, 0, 1)","(1, 2, 2)",1.2884528034441432e-10
"(1, 2, 2)","(3, 0, 1)",1.2884528034441432e-10
"(3, 0, 1)","(2, 2, 2)",1.2884528034441432e-10
"(2, 2, 2)","(3, 0, 1)",1.2884528034441432e-10
"(3, 0, 1)","(3, 2, 2)",1.2884528034441432e-10
"(3, 2, 2)","(3, 0, 1)",1.2884528034441432e-10
"(1, 0, 2)","(1, 0, 2)",0.04154739834032384
"(1, 0, 2)","(2, 0, 2)",3.3591830445803775e-06
"(1, 0, 2)","(3, 0, 2)",3.3591830445803775e-06
"(2, 0, 2)","(1, 0, 2)",3.3591830445803775e-06
"(2, 0, 2)","(2, 0, 2)",0.04154650960540434
"(2, 0, 2)","(3, 0, 2)",5.380355144320187e-06
"(3, 0, 2)","(1, 0, 2)",3.359183044580374e-06
"(3, 0, 2)","(2, 0, 2)",5.380355144320187e-06
"(3, 0, 2)","(3, 0, 2)",0.04154650960540434
"(1, 0, 2)","(1, 1, 2)",4.033825680853828e-06
"(1, 1, 2)","(1, 0, 2)",4.033825680853828e-06
"(1, 0, 2)","(2, 1, 2)",2.017762946260082e-06
"(2, 1, 2)","(1, 0, 2)",2.017762946260082e-06
"(1, 0, 2)","(3, 1, 2)",2.017762946260082e-06
"(3, 1, 2)","(1, 0, 2)",2.017762946260082e-06
"(2, 0, 2)","(1, 1, 2)",2.017813650158281e-06
"(1, 1, 2)","(2, 0, 2)",2.017813650158281e-06
"(2, 0, 2)","(2, 1, 2)",5.170279686097868e-06
"(2, 1, 2)","(2, 0, 2)",5.170279686097868e-06
"(2, 0, 2)","(3, 1, 2)",3.1544921991369002e-06
"(3, 1, 2)","(2, 0, 2)",3.1544921991369002e-06
"(3, 0, 2)","(1, 1, 2)",2.0178136501582793e-06
"(1, 1, 2)","(3, 0, 2)",2.0178136501582793e-06
"(3, 0, 2)","(2, 1, 2)",3.1544921991369002e-06
"(2, 1, 2)","(3, 0, 2)",3.1544921991369002e-06
"(3, 0, 2)","(3, 1, 2)",5.170279686097869e-06
"(3, 1, 2)","(3, 0, 2)",5.170279686097869e-06
"(1, 0, 2)","(1, 2, 2)",8.965462331647853e-07
"(1, 2, 2)","(1, 0, 2)",8.965462331647853e-07
"(1, 0, 2)","(2, 2, 2)",8.965462331647854e-07
"(2, 2, 2)","(1, 0, 2)",8.965462331647854e-07
"(1, 0, 2)","(3, 2, 2)",8.965462331647855e-07
"(3, 2, 2)","(1, 0, 2)",8.965462331647855e-07
"(2, 0, 2)","(1, 2, 2)",1.1491206282248184e-06
"(1, 2, 2)","(2, 0, 2)",1.1491206282248184e-06
"(2, 0, 2)","(2, 2, 2)",1.1491206282248184e-06
"(2, 2, 2)","(2, 0, 2)",1.1491206282248184e-06
"(2, 0, 2)","(3, 2, 2)",1.1491206282248186e-06
"(3, 2, 2)","(2, 0, 2)",1.1491206282248186e-06
"(3, 0, 2)","(1, 2, 2)",1.1491206282248186e-06
"(1, 2, 2)","(3, 0, 2)",1.1491206282248186e-06
"(3, 0, 2)","(2, 2, 2)",1.1491206282248186e-06
"(2, 2, 2)","(3, 0, 2)",1.1491206282248186e-06
"(3, 0, 2)","(3, 2, 2)",1.1491206282248189e-06
"(3, 2, 2)","(3, 0, 2)",1.1491206282248189e-06
"(1, 1, 1)","(1, 0, 2)",3.38707340885249e-10
"(1, 0, 2)","(1, 1, 1)",3.38707340885249e-10
"(2, 1, 1)","(1, 0, 2)",2.7610987895714194e-10
"(1, 0, 2)","(2, 1, 1)",2.7610987895714194e-10
"(3, 1, 1)","(1, 0, 2)",2.7610987895714194e-10
"(1, 0, 2)","(3, 1, 1)",2.7610987895714194e-10
"(1, 1, 1)","(2, 0, 2)",3.0436256487898546e-10
"(2, 0, 2)","(1, 1, 1)",3.0436256487898546e-10
"(2, 1, 1)","(2, 0, 2)",4.022440638452093e-10
"(2, 0, 2)","(2, 1, 1)",4.022440638452093e-10
"(3, 1, 1)","(2, 0, 2)",3.3965536572492075e-10
"(2, 0, 2)","(3, 1, 1)",3.3965536572492075e-10
"(1, 1, 1)","(3, 0, 2)",3.0436256487898536e-10
"(3, 0, 2)","(1, 1, 1)",3.0436256487898536e-10
"(2, 1, 1)","(3, 0, 2)",3.396553657249208e-10
"(3, 0, 2)","(2, 1, 1)",3.396553657249208e-10
"(3, 1, 1)","(3, 0, 2)",4.022440638452092e-10
"(3, 0, 2)","(3, 1, 1)",4.022440638452092e-10
"(1, 1, 1)","(1, 1, 1)",0.013846588780392454
"(1, 1, 1)","(2, 1, 1)",1.1758016247573216e-06
"(1, 1, 1)","(3, 1, 1)",1.1758016247573214e-06
"(2, 1, 1)","(1, 1, 1)",1.1758016247573218e-06
"(2, 1, 1)","(2, 1, 1)",0.013846493421674662
"(2, 1, 1)","(3, 1, 1)",1.271139839924019e-06
"(3, 1, 1)","(1, 1, 1)",1.1758016247573214e-06
"(3, 1, 1)","(2, 1, 1)",1.2711398399240191e-06
"(3, 1, 1)","(3, 1, 1)",0.013846493421674662
"(1, 1, 1)","(1, 1, 2)",1.7255314978401407e-06
"(1, 1, 2)","(1, 1, 1)",1.7255314978401407e-06
"(2, 1, 1)","(1, 1, 2)",9.516742175734214e-07
"(1, 1, 2)","(2, 1, 1)",9.516742175734214e-07
"(3, 1, 1)","(1, 1, 2)",9.516742175734217e-07
"(1, 1, 2)","(3, 1, 1)",9.516742175734217e-07
"(1, 1, 1)","(2, 1, 2)",7.203710582732592e-07
"(2, 1, 2)","(1, 1, 1)",7.203710582732592e-07
"(2, 1, 1)","(2, 1, 2)",1.4942247125893898e-06
"(2, 1, 2)","(2, 1, 1)",1.4942247125893898e-06
"(3, 1, 1)","(2, 1, 2)",7.203868298824037e-07
"(2, 1, 2)","(3, 1, 1)",7.203868298824037e-07
"(1, 1, 1)","(3, 1, 2)",7.203710582732592e-07
"(3, 1, 2)","(1, 1, 1)",7.203710582732592e-07
"(2, 1, 1)","(3, 1, 2)",7.203868298824039e-07
"(3, 1, 2)","(2, 1, 1)",7.203868298824039e-07
"(3, 1, 1)","(3, 1, 2)",1.4942247125893898e-06
"(3, 1, 2)","(3, 1, 1)",1.4942247125893898e-06
"(1, 1, 1)","(1, 2, 2)",3.8584720251107925e-11
"(1, 2, 2)","(1, 1, 1)",3.8584720251107925e-11
"(1, 1, 1)","(2, 2, 2)",3.858472025110792e-11
"(2, 2, 2)","(1, 1, 1)",3.858472025110792e-11
"(1, 1, 1)","(3, 2, 2)",3.8584720251107925e-11
"(3, 2, 2)","(1, 1, 1)",3.8584720251107925e-11
"(2, 1, 1)","(1, 2, 2)",4.137037421687338e-11
"(1, 2, 2)","(2, 1, 1)",4.137037421687338e-11
"(2, 1, 1)","(2, 2, 2)",4.137037421687338e-11
"(2, 2, 2)","(2, 1, 1)",4.137037421687338e-11
"(2, 1, 1)","(3, 2, 2)",4.1370374216873384e-11
"(3, 2, 2)","(2, 1, 1)",4.1370374216873384e-11
"(3, 1, 1)","(1, 2, 2)",4.137037421687337e-11
"(1, 2, 2)","(3, 1, 1)",4.137037421687337e-11
"(3, 1, 1)","(2, 2, 2)",4.137037421687337e-11
"(2, 2, 2)","(3, 1, 1)",4.137037421687337e-11
"(3, 1, 1)","(3, 2, 2)",4.137037421687337e-11
"(3, 2, 2)","(3, 1, 1)",4.137037421687337e-11
"(1, 1, 2)","(1, 1, 2)",0.024925085071241613
"(1, 1, 2)","(2, 1, 2)",1.4413489235274463e-06
"(1, 1, 2)","(3, 1, 2)",1.441348923527446e-06
"(2, 1, 2)","(1, 1, 2)",1.4413489235274461e-06
"(2, 1, 2)","(2, 1, 2)",0.024925035427067324
"(2, 1, 2)","(3, 1, 2)",1.9057309087932416e-06
"(3, 1, 2)","(1, 1, 2)",1.441348923527445e-06
"(3, 1, 2)","(2, 1, 2)",1.9057309087932416e-06
"(3, 1, 2)","(3, 1, 2)",0.02492503542706732
"(1, 1, 2)","(1, 2, 2)",7.318474657563943e-07
"(1, 2, 2)","(1, 1, 2)",7.318474657563943e-07
"(1, 1, 2)","(2, 2, 2)",7.318474657563942e-07
"(2, 2, 2)","(1, 1, 2)",7.318474657563942e-07
"(1, 1, 2)","(3, 2, 2)",7.318474657563943e-07
"(3, 2, 2)","(1, 1, 2)",7.318474657563943e-07
"(2, 1, 2)","(1, 2, 2)",8.249006395166355e-07
"(1, 2, 2)","(2, 1, 2)",8.249006395166355e-07
"(2, 1, 2)","(2, 2, 2)",8.249006395166355e-07
"(2, 2, 2)","(2, 1, 2)",8.249006395166355e-07
"(2, 1, 2)","(3, 2, 2)",8.249006395166354e-07
"(3, 2, 2)","(2, 1, 2)",8.249006395166354e-07
"(3, 1, 2)","(1, 2, 2)",8.249006395166355e-07
"(1, 2, 2)","(3, 1, 2)",8.249006395166355e-07
"(3, 1, 2)","(2, 2, 2)",8.249006395166357e-07
"(2, 2, 2)","(3, 1, 2)",8.249006395166357e-07
"(3, 1, 2)","(3, 2, 2)",8.249006395166355e-07
"(3, 2, 2)","(3, 1, 2)",8.249006395166355e-07
"(1, 2, 2)","(1, 2, 2)",0.005537400134967423
"(1, 2, 2)","(2, 2, 2)",5.30402083262131e-07
"(1, 2, 2)","(3, 2, 2)",5.304020832621309e-07
"(2, 2, 2)","(1, 2, 2)",5.304020832621309e-07
"(2, 2, 2)","(2, 2, 2)",0.005537393105031372
"(2, 2, 2)","(3, 2, 2)",5.374320193135425e-07
"(3, 2, 2)","(1, 2, 2)",5.304020832621309e-07
"(3, 2, 2)","(2, 2, 2)",5.374320193135425e-07
"(3, 2, 2)","(3, 2, 2)",0.0055373931050313714
