step,par1,par2,fn,gr1,gr2
1,0.1,0.01,117380.32902604823,63398.24257847795,-3037493.963887391
2,1e-6,10,53611.08444530856,-4296993.696493227,636.1199365346693
3,2.799500409381926,10,60581.50781995916,2190.9092442365363,462.8002289973665
4,0.9323247938433633,10,55682.069489236346,3178.5738126563956,487.4235520401271
5,0.31056940851726095,10,53548.489107607995,3629.721360557596,563.6767503165174
6,0.10342199883034922,10,52822.27220305437,3063.9505946237477,613.5098640515935
7,0.10334829691926038,9.997981628772942,52820.80807137342,3063.7128185117035,613.5409738271846
8,0.10305348927490503,9.989908143864712,52814.95101840652,3062.779540050542,613.688071098295
9,0.10187425869748361,9.95761420423179,52791.50902444206,3059.447759987961,614.6563269794569
10,0.09715733638779793,9.828438445700103,52697.228713982906,3048.0828600775567,621.9291851812159
11,0.07828964714905522,9.311735411573354,52318.594181966735,2808.8208566987305,629.584433954733
12,0.002818890194084364,7.244923275066357,51045.88137942204,-34835.520540691505,547.4323048474616
13,0.04035883623694893,8.27297730838555,51553.28576730117,1696.1157202604227,639.8175407957751
14,0.00980766594208006,7.436315108381365,51048.67830922591,-6651.105435812497,592.1764819140662
15,1e-6,7.156023620931495,51776.19558645283,-4356846.690590246,554.5542768595624
16,0.006300418360900332,7.336071901649341,51023.34253191149,-13045.902788398962,569.7647883789614
17,0.004749189776563172,7.271817675407355,51011.53486358793,-18846.967881145247,554.5177407839219
18,0.003910230703708729,7.171647667743785,50974.83347389845,-23970.792559484835,534.9521315656602
19,0.0012616876463476838,6.154302656081196,50565.710515394974,-88267.17554082279,470.25766063597985
20,0.0022239185822292232,1.4166050656059053,48468.22455143484,-48458.15478172881,556.659375615709
21,0.002511632230006564,9.999999992515995e-7,409656.3594849414,0,-1519468731.5406814
22,0.0023199664845843194,0.9436978885558789,48292.12583310589,-43408.96710080415,394.70857114793034
23,0.003678900514771207,1e-6,409795.72054693755,118269.92935646558,-1519470252.118111
24,0.0027732352111650093,0.6289303741276353,48185.325822169565,-27302.456932957284,-69.0822646356537
25,0.008231770730081727,0.8386961848653524,48190.05337252309,2106.596495832491,138.16547001624713
26,0.004712488455258008,0.7034538479720714,48171.18714208857,-8389.449249261816,301.43532469082857
27,0.0066711127274966435,0.5867570486338421,48160.76621402474,2908.7819598498754,-195.83874116506195
28,0.006102807609181364,0.6312599176251354,48152.497430897696,400.10010005062213,-65.6210395754897
29,0.005934389975197163,0.652187926378819,48152.93359055701,-579.2096520235646,108.40676481166156
30,0.006037780454850811,0.6393403592206075,48152.21322580109,58.87842286028899,-0.19382678146939725
31,0.006030288579681566,0.6393837434936896,48152.21287850191,29.87894149555359,0.2723398938542232
32,0.006022364131381473,0.639345622237508,48152.212734567285,0.3519875099300407,0.07454509614035487
33,0.006022234069229899,0.639336568812529,48152.21273391208,-0.010268049663864076,0.0019480285118333995
