step,par1,par2,fn,gr1,gr2
1,0.1,0.01,1070.332723590828,1417.465883444038,8661.582997639243
2,1e-6,1e-6,1386.2698845364205,110835.42332958813,-4723521.331092152
3,0.056529204201074594,0.00565331166118206,964.6994733430015,919.8069218086857,17328.96542139599
4,0.019728380869125567,0.0019735605387092518,871.0677640762283,141.9241034108154,16518.382588237728
5,0.0029939551367499707,1e-6,1481.552568735826,8703.443741300134,-4934684.08077927
6,0.014336783972626393,0.0013380292424015551,862.7519070005932,63.70386672017503,5754.000390486453
7,0.011248868999702774,9.888428805546988e-4,862.900972042124,157.26174564235862,-11177.157087340674
8,0.012820080033596809,0.00116651793619253,862.1461203930986,88.6417352467106,-768.425285677381
9,0.012381096749865034,0.0011644332896774752,862.1082235053143,89.27153069805627,-758.243760404298
10,0.010625163614937936,0.0011560947036172566,861.9525267157644,93.07020679727884,-639.5492753568988
11,0.0036014310752295418,0.0011227403593763818,861.4385966921797,-75.76117874748434,1876.4326621686678
12,0.00735012632169468,0.0011227503355863803,861.6430364982108,105.41350008224981,-839.3338282934337
13,0.004367441083995296,0.0011227423979194497,861.4169181577006,10.470774462305599,1189.2023995972067
14,0.003963460153519822,0.0010837264757798807,861.3822458375065,9.223538626201844,-75.57217249882342
15,0.003874638414942309,0.0010831992402727123,861.3817141460129,0.010278164381816168,-2.8408554419456777
16,0.003875360244393657,0.0010832826366356516,861.3817337714248,0.0027060991669713985,0.02482153263372311
17,0.003874639813694916,0.0010831994018772018,861.3817141838202,0.01026347035804065,-2.835302063886047
18,0.003874638417657917,0.0010831992405864594,861.3817141460811,0.01027811492804176,-2.840844680349619
19,0.003874638414947978,0.0010831992402733674,861.3817141460133,0.01027815926590847,-2.8408554254610863
20,0.003874638414942313,0.0010831992402727127,861.3817141460129,0.010278163244947791,-2.8408554436509803
21,0.0038746384149423163,0.0010831992402727132,861.3817141460124,0.010278158697474282,-2.840855443082546
22,0.0038746384149451474,0.0010831992402730401,861.3817141460132,0.010278167223987111,-2.8408554419456777
23,0.0038746384149423167,0.0010831992402727132,861.3817141460124,0.010278158697474282,-2.840855443082546
24,0.0038746384149423176,0.0010831992402727134,861.3817141460124,0.010278158129040094,-2.840855443082546
25,0.0038746384149437323,0.0010831992402728766,861.3817141460111,0.010278137665409304,-2.84085543000856
26,0.0038746384149444396,0.0010831992402729584,861.3817141460117,0.01027815130782983,-2.840855428303257
27,0.0038746384149437323,0.0010831992402728766,861.3817141460111,0.010278137665409304,-2.84085543000856
28,0.0038746384149437327,0.0010831992402728766,861.3817141460111,0.010278137665409304,-2.84085543000856
29,0.003874638414944086,0.0010831992402729176,861.3817141460111,0.010278138802277681,-2.840855427166389
30,0.0038746384149443195,0.0010831992402729445,861.3817141460127,0.01027813937071187,-2.8408554288716914
31,0.003874638414944086,0.0010831992402729176,861.3817141460111,0.010278138802277681,-2.840855427166389
32,0.003874638414944203,0.001083199240272931,861.3817141460113,0.010278150739395642,-2.8408554288716914
33,1e-6,2.8419386411859504,7432.844803044427,2416.0675835719303,2440.517794443622
34,0.0038734175965857882,0.0019785250554988057,869.3630623681872,238.5617737542134,11762.068865942865
35,0.0038746382992316908,0.001083284100320113,861.3817340346667,-0.08114962156469119,0.8754408719369167
36,0.003874638414709669,0.0010831994108865912,861.3817141856869,0.01009429809073481,-2.833382673088636
37,0.00387463841494184,0.0010831992406166108,861.381714146096,0.01027780001550127,-2.8408403744606403
38,0.003874638414942308,0.0010831992402733795,861.3817141460116,0.010278173476763186,-2.840855418071442
39,0.003874638414942308,0.0010831992402733797,861.3817141460116,0.010278173476763186,-2.840855418071442
40,0.003874638414942074,0.0010831992404449953,861.3817141460484,0.01027798020913906,-2.840847914740152
41,0.0038746384149423076,0.0010831992402737553,861.3817141460105,0.010278170066158054,-2.840855418071442
42,0.003874638414942191,0.0010831992403593754,861.3817141460319,0.010278060926793842,-2.840851636278785
43,0.003874638414942307,0.0010831992402739162,861.3817141460113,0.0102781677924213,-2.8408554055658897
44,0.0038746384149423076,0.0010831992402737553,861.3817141460105,0.010278170066158054,-2.840855418071442
45,0.0038746384149423076,0.0010831992402737555,861.3817141460105,0.010278170066158054,-2.840855418071442
46,0.003874638414942307,0.0010831992402738357,861.3817141460103,0.010278168929289677,-2.840855415229271
