step,par1,par2,fn,gr1,gr2
1,0.1,0.01,780.8639148632118,1874.5673913286964,4311.388364222353
2,1e-6,1e-6,938.7789195028952,104208.71898932887,-3062106.085363124
3,0.052191942618835016,0.0052196245387027,675.0431257950685,1550.2991992548232,5459.40432958389
4,0.017745920490403896,0.0017753323431589172,610.6191903355581,731.9497767457506,7958.270893710733
5,1e-6,1e-6,938.7789195028952,104208.71898932887,-3062106.085363124
6,0.012170086959360338,0.0012177991730581708,602.3888544436394,655.2922944962347,7046.63051782461
7,1e-6,1e-6,938.7789195028952,104208.71898932887,-3062106.085363124
8,0.008745413758008138,8.753626752899866e-4,598.5822266209126,790.3542869661351,-1430.1271712724883
9,1e-6,10,24437.325865353625,2416.0985237540444,2316.6883923477144
10,0.00786595887528036,1.0065207070810815,2847.487677672735,2415.6641261970435,2445.54243892253
11,0.008649520568757644,0.11052799093846473,747.5078535437905,2351.1142111874506,1945.0923955912458
12,0.008730042706799413,0.018451961987277842,599.4211306191523,2301.944022952398,546.280449559049
13,0.008739651388446724,0.007464558137150307,600.9310294032143,1901.7806498203527,-1270.3333555600693
14,0.008744468863074638,0.0019558378758809283,603.3600643720694,1230.1594546067918,3509.372684481491
15,0.008745357495780204,9.396978091310724e-4,598.5951211307432,807.5211393901327,1074.3995391129602
16,0.008745393408942384,8.986315701939097e-4,598.5686298043927,795.9793528243608,-431.91728416445585
17,0.00872677356362813,9.088209835789348e-4,598.5546389709273,800.5220414725045,-33.97029291363651
18,0.008569766697123676,9.489393098920588e-4,598.4650669334927,828.6183163329497,1317.5831376833003
19,0.008123826982056334,0.0010153582748303922,598.2384232386481,903.9492772228641,2892.0879281747602
20,0.006064425446985157,0.0012479101826596804,596.8563628400627,1406.2917871734726,4098.112302416439
21,9.999999999992654e-7,0.0019326048046962316,588.6931461857118,-84092.55141976132,0
22,0.005997148236718397,0.0012555072652754445,596.7924897896407,1429.123373432617,4068.2432542706692
23,0.0029990741183591983,0.001594056034985838,591.4242422158907,2976.9457853711856,1411.6051517140704
24,9.955125129676827e-4,0.0018203023817290947,583.7468140012446,5168.039410497158,-657.4273645566109
25,3.8942013664019625e-4,0.0018887435943995866,580.4235428805649,4605.7004219852615,3.374144187660022
26,1e-6,0.001936561384047923,588.697082022358,-84084.78822305027,1023.7877543067953
27,3.0867681232482034e-4,0.0018986837775502778,580.0825545508626,3324.871824568163,315.11785581358254
28,1.0558148032325276e-4,0.0019153595448999426,580.2169654623805,-27017.035113383372,1206.6649208793478
29,2.0269408898364365e-4,0.0019073858152588929,579.8558415408185,-856.1200757401366,792.0062889070323
30,2.2525995979678375e-4,0.0019005114974837355,579.8676509947759,504.88674751761664,688.0466021095799
31,2.0688495356703705e-4,0.0019061091379643422,579.8561280407409,-573.5284882314318,772.8538563412712
32,2.0359614022639734e-4,0.0019071110203288185,579.8558244320619,-793.9829047376179,787.8917728515944
33,2.0576675703121955e-4,0.0019064497779682642,579.855961021682,-647.4314183418528,777.9729696528648
34,2.040433312301281e-4,0.001906974791016363,579.8558321240866,-763.4501926452231,785.8503441383391
35,2.0368963248634862e-4,0.0019070825394645193,579.8558251567391,-787.5847704025318,787.4650702575536
36,2.0359614022639734e-4,0.0019071110203288185,579.8558244320619,-793.9829047376179,787.8917728515944
37,2.1788128568746133e-4,0.0018961538619040456,579.8562243877897,130.56046334952498,724.2474075002292
38,2.0755151145963324e-4,0.0019040771254798313,579.8548201632502,-521.7688649588581,770.6245962708635
39,2.2229418223206407e-4,0.001881570748593209,579.8504109655834,438.4848666279595,705.5010079903923
40,2.2981145121965356e-4,0.001847860260371876,579.8376598982268,982.531864349312,662.9913901923601
41,2.4474800895552706e-4,0.0016870115372258337,579.7847352538565,2502.945458311956,305.88545882608287
42,2.340058197608148e-4,0.0016081876809371347,579.7332828824171,2515.5810907250498,44.30764854532754
43,1.7078234241770727e-4,0.0014884748646297758,579.601912492712,-931.0288189863059,-345.4312670186255
44,1.9053689539380388e-4,0.001570912593904402,579.6221307171795,254.86599921634934,104.13474466133721
45,1.7467228808229571e-4,0.0015047079977195692,579.6018597089391,-655.3329164313482,-242.6437747840282
46,1.8391996668262983e-4,0.0015430252184507338,579.6100043793812,-86.04423322424282,-28.534762756748933
47,1.7611605733364646e-4,0.0015106901720013262,579.6023971237157,-558.7096957276572,-206.6449112180635
48,1.7491807651311706e-4,0.0015057264078486374,579.6019309105376,-638.6631521763775,-236.4470007876207
49,1.7471472199536014e-4,0.001504883820180929,579.6018714017792,-652.4484264747343,-241.57193200665006
50,1.7467963165337683e-4,0.0015047384253810646,579.6018617145553,-654.8335332286115,-242.4582227041583
51,1.7467355948088282e-4,0.0015047132656859858,579.6018600556425,-655.2464519000978,-242.61164812969582
52,1.7467250821561928e-4,0.001504708909829247,579.601859768954,-655.3179455647751,-242.63821217232362
53,1.7467232619702272e-4,0.0015047081556457333,579.6018597193383,-655.33032431631,-242.64281159503298
54,1.7467229468067226e-4,0.0015047080250595603,579.6018597107419,-655.3324676877992,-242.64360801453222
55,1.746722892243106e-4,0.0015047080024514418,579.6018597092532,-655.3328387235524,-242.64374590757143
56,1.746722882797139e-4,0.00150470799853756,579.6018597089899,-655.332902971395,-242.64376973576418
57,1.746722881168211e-4,0.0015047079978626231,579.6018597089583,-655.3329140695041,-242.64377397173575
58,1.746722880873438e-4,0.0015047079977404856,579.6018597089424,-655.3329160612975,-242.64377464135123
59,1.74672288082997e-4,0.0015047079977224748,579.6018597089464,-655.3329163654098,-242.64377476015397
60,1.74672288082312e-4,0.0015047079977196366,579.6018597089399,-655.3329164313482,-242.64377478743882
61,1.746722880822958e-4,0.0015047079977195696,579.6018597089393,-655.3329164313482,-242.6437747840282
62,1.7467228808229571e-4,0.0015047079977195692,579.6018597089391,-655.3329164313482,-242.6437747840282
63,1.7467228808229577e-4,0.0015047079977195694,579.6018597089391,-655.3329164313482,-242.6437747840282
64,10,10,47398.395000125514,2176.9165778823663,2321.4011663367273
65,0.40867402645746415,0.4099497293452167,2370.970613252717,2393.4044393377008,2357.3529219970624
66,0.01876529543232564,0.020092858479507727,623.9893114634531,2349.4757417284973,798.2065842907105
67,0.0016916835412441606,0.0030215174794431835,586.3921365284834,4536.825762839953,-901.5470596256137
68,2.3539993015566155e-4,0.001565427562658598,579.7393828397176,2817.896051856792,-196.64228513988746
69,1.795125925645255e-4,0.001509547658412773,579.6068441705766,-235.06296068717347,-238.31592237570476
70,1.7511709216424043e-4,0.0015051527426399492,579.6022625508043,-615.1150521759519,-242.24455782814402
71,1.7471322986268995e-4,0.0015047489340544653,579.6018963113062,-651.6169768997315,-242.60701900516324
72,1.746760565161137e-4,0.0015047117656521631,579.6018630739042,-654.9907675372424,-242.640391503528
73,1.7467263494239687e-4,0.0015047083445335358,579.6018600186412,-655.3014227438325,-242.64346332529385
74,1.74672320007783e-4,0.0015047080296408102,579.601859737443,-655.3300176665289,-242.6437461383557
75,1.7467229102083196e-4,0.0015047080006577146,579.601859711562,-655.3326496089085,-242.64377214592514
76,1.7467228835280437e-4,0.0015047079979900418,579.6018597091764,-655.3328918556645,-242.64377450151642
77,1.7467228810743332e-4,0.0015047079977447034,579.6018597089551,-655.3329141496533,-242.64377478743882
78,1.7467228808504658e-4,0.0015047079977223196,579.6018597089366,-655.3329161664578,-242.64377477152266
79,1.746722880937919e-4,0.0015047079977310639,579.601859708948,-655.332915353597,-242.6437747590171
80,1.7467228808568517e-4,0.0015047079977229582,579.6018597089501,-655.3329161243937,-242.6437747936916
81,1.7467228808505094e-4,0.0015047079977223241,579.601859708936,-655.3329161664578,-242.6437747703858
82,1.7467228808536807e-4,0.0015047079977226411,579.6018597089363,-655.3329161545207,-242.6437747953969
