step,par1,par2,fn,gr1,gr2
1,0.1,0.01,387.8594756184489,2222.4276436188006,2425.720506678033
2,1e-6,1e-6,192.9343772604029,63984.43353593307,-413018.4280427457
3,1e-6,10,24359.978088038337,2416.098514731857,2323.1460879469523
4,1e-6,3.304001323846242,8324.36155228469,2416.0740288789384,2465.713683686772
5,1e-6,1.0915980193171402,2822.2124330163515,2415.988029288201,2504.9490292053633
6,1e-6,0.3607575770380319,992.207102836415,2415.714505801816,2493.1276907670963
7,1e-6,0.11933445702859687,396.2256233281596,2414.8808964611135,2414.3015729293893
8,1e-6,0.03956836673751395,210.10861909736047,2412.3649870497843,2162.6558267072937
9,1e-6,0.01319692591527633,159.54214229611728,2404.1017486933924,1405.6763078018264
10,1e-6,0.013152166934744344,159.47931113060395,2404.053512594544,1401.8089420828517
11,1e-6,0.0129731310126164,159.22973521002737,2403.8563903280874,1386.072541304344
12,1e-6,0.012256987324104622,158.26081805300765,2402.994455694909,1318.5283218788868
13,1e-6,0.009392412570057511,154.97089250989416,2397.713474719012,945.317258836269
14,1e-6,0.001580092741024053,152.93557484269755,7563.309490948313,215.67464734587816
15,1e-6,1e-6,192.9343772604029,63984.43353593307,-413018.4280427457
16,1e-6,0.0010872730684144166,152.63726069996326,10332.824073299207,828.6905071501849
17,1e-6,5.441365342072084e-4,152.09338365222112,14472.626779225948,1296.4531806440505
18,1e-6,2.861375534078305e-4,151.71239894413623,13512.568089333,1500.4944279993992
19,1e-6,2.7863623072102266e-4,151.7004376134331,13299.26435066369,1477.82626553564
20,1e-6,2.7041409150765417e-4,151.6873956153839,13043.27456161701,1445.951635879652
21,1e-6,1.3570704575382704e-4,151.5540819932994,5405.390193587038,-6098.109623860494
22,1e-6,10,24359.978088038337,2416.098514731857,2323.1460879469523
23,1e-6,2.1176976158821015,5385.166750418743,2416.0512799790013,2489.1313730131515
24,1e-6,0.4482986673142906,1210.7553181002595,2415.794693836233,2499.328285662159
25,1e-6,0.09716271503889717,342.9871847276964,2414.596439291472,2386.1044994609415
26,1e-6,0.02281595869017634,175.78369951304947,2409.536977186235,1884.6759930522694
27,1e-6,0.0065172897028630255,153.1427049300085,2384.5546164193365,240.72919157703154
28,1e-6,0.002139937566347485,153.13541376570723,6728.764388162745,895.7959812340732
29,1e-6,7.018203696195239e-4,152.28086844993237,13182.904917710799,1095.3201952931124
30,1e-6,2.7850199590027686e-4,151.7002240364355,13295.274235010196,1477.3683297687512
31,1e-6,1.752068162895103e-4,151.56045282058574,8163.540590196873,-696.8048062344678
32,1e-6,1.4753913959611936e-4,151.5494694636877,6214.878584706298,-3942.1851881976977
33,1e-6,1.691745477388496e-4,151.55613022954614,7745.234393339899,-1192.3118500233443
34,1e-6,1.529865445708214e-4,151.54958068298004,6599.564719707871,-3177.421733822996
35,1e-6,1.4877536690710005e-4,151.54938513097713,6301.801207333426,-3770.7839037750546
36,1e-6,1.5155474416515615e-4,151.54943334982767,6498.095350037544,-3380.5728238615984
37,1e-6,1.7572629831800627e-4,151.56086432833652,8199.189458484,-659.6065110939264
38,1e-6,1.5735407941645292e-4,151.55050780053256,6909.808968899824,-2564.7074553315006
39,1e-6,1.5280525091453952e-4,151.54955758223576,6586.706863589029,-3203.1728887797326
40,1e-6,1.5181399398665898e-4,151.5494540143659,6516.4536950726415,-3343.8496090592193
41,1e-6,1.5160804672908543e-4,151.54943737877466,6501.8693146998885,-3373.0256489668873
42,1e-6,1.5156568475389529e-4,151.54943416749313,6498.869948719345,-3379.023876134397
43,1e-6,1.5155698898843077e-4,151.54943351720772,6498.254283523863,-3380.2550121430386
44,1e-6,1.5155520473190048e-4,151.5494333841509,6498.127958098791,-3380.507619153832
45,1e-6,1.5155483865761385e-4,151.54943335686704,6498.102040104072,-3380.559446087403
46,1e-6,1.5155476355185088e-4,151.54943335127246,6498.096722602327,-3380.570079186782
47,1e-6,1.515547481426097e-4,151.54943335011967,6498.095631677643,-3380.572260691679
48,1e-6,1.5155474498154006e-4,151.5494333498906,6498.095407823427,-3380.5727082213366
49,1e-6,1.5155474433248208e-4,151.5494333498397,6498.095361904745,-3380.572800170256
50,1e-6,1.5155474419952127e-4,151.54943334982926,6498.095352449127,-3380.572818941232
51,1e-6,1.515547441722852e-4,151.54943334982815,6498.0953505377665,-3380.5728228000476
52,1e-6,1.5155474416662264e-4,151.54943334982983,6498.09535016459,-3380.57282359415
53,1e-6,1.5155474416535275e-4,151.54943334982565,6498.095350085578,-3380.572823790544
54,1e-6,1.515547441653677e-4,151.54943334982565,6498.095350086146,-3380.572823792107
55,1e-6,1.5155474416599516e-4,151.5494333498232,6498.095350119399,-3380.57282373029
56,1e-6,1.5155474416640895e-4,151.54943334982707,6498.09535012821,-3380.572823640051
57,1e-6,10,24359.978088038337,2416.098514731857,2323.1460879469523
58,1e-6,1.6507975065254588,4221.033054574387,2416.032619548787,2497.3531659816217
59,1e-6,0.27322689809523487,774.4270776868233,2415.582672988421,2481.726022398334
60,1e-6,0.047765595850638116,228.11903303546862,2413.012307125655,2227.5336030568837
61,1e-6,0.010252610045451954,155.84340815613595,2399.7177369562905,1079.3034624268216
62,1e-6,0.0032525214020824073,154.71300973638276,3892.283349598813,178.37140735736057
63,1e-6,8.086309510410064e-4,152.39144307006342,12287.017728055218,983.671398761885
64,1e-6,2.8931779819760885e-4,151.71748252045796,13597.391211020236,1508.5061727900495
65,1e-6,1.828383722317464e-4,151.56705755241904,8680.14604681548,-219.3996875520554
66,1e-6,1.5916852464588552e-4,151.55109107131437,7038.75106117465,-2320.8616160633255
67,1e-6,1.5322186496441622e-4,151.5496125625864,6616.2580165971,-3143.9974403262736
68,1e-6,1.5190159073172834e-4,151.54946160322817,6522.658253200859,-3331.432994304606
69,1e-6,1.5162610859683834e-4,151.54943876985854,6503.148210884148,-3370.4678526009957
70,1e-6,1.515693942066052e-4,151.54943444581284,6499.132582547418,-3378.4986818919547
71,1e-6,1.5155775019703484e-4,151.54943357400862,6498.308177242507,-3380.1472430043586
72,1e-6,1.5155536091190786e-4,151.54943339579208,6498.139015670574,-3380.4855080011007
73,1e-6,1.515548707005333e-4,151.5494333592576,6498.1043087325925,-3380.554909598885
74,1e-6,1.515547701257237e-4,151.54943335175986,6498.09718808342,-3380.5691484715794
75,1e-6,1.51554749491534e-4,151.54943335022588,6498.0957271293955,-3380.572069764014
76,1e-6,1.5155474525783576e-4,151.54943334990568,6498.095427408827,-3380.5726691294067
