step,par1,par2,fn,gr1,gr2
1,0.1,0.01,21212.354622662086,7398.761185977492,-309716.92504106613
2,1e-6,10,30542.643754782133,2416.0877789836377,1806.9611858663848
3,0.06677159435538413,3.3295509194063198,20250.76201205535,2336.968682884617,995.8809197814844
4,0.0889023392154969,1.1186673990458509,19461.05289001808,2166.0188271926017,-133.70097214647103
5,0.08115074833074053,1.119092827696457,19444.480438492228,2093.6539217109384,-120.24391506201937
6,0.050144384791715055,1.120794542298881,19386.103801460682,1583.4868956153514,-52.292289001343306
7,1e-6,1.1233391486373172,19589.03252974831,-885245.4689470687,67.55314776455634
8,0.029984857479880455,1.121817569786767,19361.19484568935,765.3263859174331,16.252235145657323
9,0.01120253248681407,1.1224745895414134,19365.209864287015,-1936.745397724735,113.69704010576243
10,0.02171278155858533,1.1221069331799696,19357.45274833968,79.83208617588389,55.215641514223535
11,0.02076230839938188,1.1219235754876813,19357.416159805518,-26.651087810023455,61.06239734435803
12,0.020882605592674398,1.1216969102327143,19357.400001480702,-11.369496442057425,61.362605138128856
13,0.021984476679228492,1.1164943316617888,19357.111200031246,139.6390678746684,77.17726150076487
14,0.027919805217419238,1.075479913705136,19354.418678024536,891.3233651219343,200.04439449621714
15,0.051661119370182224,0.9114222418785252,19353.83895480396,2584.6420116795343,316.3579315332754
16,0.040151717215339576,0.99095472729572,19350.854465012268,1906.2774762278423,273.45330201569595
17,0.0521249404750285,0.8816447059725561,19344.90751561091,2758.3047083862766,367.8884793589532
18,0.10001783351378418,0.4444046206799004,19447.283940519013,4514.718107984663,-40.08464284197544
19,0.057379729298788956,0.8336709009314478,19341.279206982566,3133.4650069584313,424.9239159435092
20,0.061404492928815155,0.796926660163796,19338.548574594977,3403.30956660182,433.2338496533339
21,0.08071116322129968,0.6206656404218482,19358.643603330096,4240.615786511626,121.58264520621742
22,0.06519272685235356,0.7623418268254528,19337.219011329365,3632.214026438305,411.4559108893445
23,0.10086082070341702,0.33879154348917573,19443.870136798363,4508.186074235709,252.75167679865262
24,0.06757187737980379,0.7340899700200699,19334.804523218318,3798.6214185730205,382.50075185715104
25,0.06307074299391424,0.6471318445322349,19289.718915545756,4078.689751058846,229.70613652432803
26,1e-6,0.4845979652506679,19270.92675735636,-593672.6277527487,-24.157552998076426
27,0.06257847324431798,0.6458632407888747,19287.42036440292,4078.797229030897,228.59725537273334
28,0.03128973662215899,0.5652306030197713,19152.92190556847,3397.3130764024972,75.70654077426298
29,1e-6,0.5119853625074472,19270.41510199581,-600753.4227793439,-232.3929575686634
30,0.01715364120362637,0.5411746684656137,19112.53732002377,1805.3967619562172,56.08533623671974
31,7.774208430095558e-4,0.5003579229536038,19164.566840648426,-36058.17864261553,283.87289226884604
32,0.010836416168763465,0.5254293645485879,19104.74291616464,26.284894156560767,127.5254529537051
33,0.006904775351695479,0.45794831253194335,19089.70642901498,-1918.22592239987,318.4658013560693
34,9.999999999992654e-7,0.3394547762972636,19221.546391551023,-535073.1825877301,0
35,0.004425806256236173,0.41540031533135086,19087.281459690235,-6101.847844747681,240.4385548288701
36,0.0029238637756970887,0.22175189704234552,19024.514815576626,-13687.201584361901,561.9136735731445
37,0.001203957693797233,1.0000000000287557e-6,59949.210255385544,119255.75217854202,-221644291.675216
38,0.0023499809853690734,0.1477600524342796,18991.774886842086,-20998.582626107236,746.9253825547639
39,0.0015869238486694607,0.04937758472953707,18915.274415635333,-47827.876207302324,1217.657954821334
40,0.0013325778326603414,0.01658424920806112,18994.47581191571,-18223.27947465965,-17718.603552402783
41,0.0015869238486694607,0.04937758472953707,18915.274415635333,-47827.876207302324,1217.657954821334
42,0.030897378408106718,0.11128577601028025,18881.81203401604,612.2983435489004,3133.969970895123
43,0.026301800044736746,1e-6,61887.55258412323,48540.09344449878,-221730865.94520965
44,0.02935888744291773,0.0740302645343871,18740.48506179348,-1957.3624596523587,4361.2056910205865
45,0.02783034374382724,0.03701563226719355,18657.51892423872,-1441.8907218532695,-4902.13271094035
46,0.028650955843413078,0.05688726244580918,18670.394949615722,-2821.6821506975975,3654.5280892096343
47,0.028127441469256012,0.04421003767458165,18642.40917099242,-2509.6851390662778,245.46888247641618
48,0.05801333110314144,0.008614901092688781,21252.253312048382,13722.945615663775,-356572.61395934253
49,0.035001373505999106,0.03602294494620938,18657.845559810292,-288.4880468081974,-7698.088934157568
50,0.030215417250242904,0.041723185718210744,18639.15246196449,-1896.2507381729665,-1417.73755358372
51,0.05484158035972757,0.05054524958713848,18611.31251644125,-670.3038689192908,1538.5864659583603
52,0.06035838573926392,0.049249787411938556,18606.88359649664,-418.28533061561757,662.104819657543
53,0.07052565756225644,0.04856182146172898,18604.066994400753,-123.43779977527447,-234.83804028728628
54,0.07633098485340059,0.04925107532293502,18603.4733260657,-46.84847972384887,-76.53621418285184
55,0.07977845836435304,0.04963441889155508,18603.367023349572,-8.526625406375388,12.733603525703074
56,0.08036703372872252,0.049656359911391494,18603.36447554896,-0.7054976231302135,1.7055567150237039
57,0.08041404870668503,0.049655443455678044,18603.364459078213,0.023265838535735384,-0.8309028635267168
