step,par1,par2,fn,gr1,gr2
1,0.1,0.01,18903.787523308707,6639.739317870408,-267367.96084942395
2,1e-6,10,29831.044203377132,2415.98684922792,1866.371947035077
3,0.06682385098928473,3.324330429474751,18893.97539732806,2361.8481376979616,1164.9041918281
4,0.08893402820160665,1.115501637675874,17543.428712669964,2326.768962375354,337.5874440644111
5,0.07931915214485367,1.1140488318209458,17520.980189164722,2234.3210662074853,351.6544583180803
6,0.04085964791784179,1.1082376084012333,17445.596861911752,1387.5950628789724,403.3488908862637
7,1e-6,1.0997414659973137,17751.5665505999,-1189221.3892328073,196.11102716226014
8,0.02565372894425947,1.1050756914126487,17429.553812367743,411.31256406515604,420.1127258602355
9,0.017825281282899112,1.1014948068626589,17428.611943655796,-680.0485986605054,421.2948518397752
10,0.021320320829506658,1.1008466420245981,17427.031584406803,-99.58340157027123,421.81873601293773
11,0.022394276008449232,1.0971481046042553,17425.445208867728,46.203234705899376,421.0981144569814
12,0.026690096724219528,1.0823539549228838,17420.52713398256,528.3483977291326,417.297687035898
13,0.03405165822139462,1.0254458105474507,17403.340621934134,1147.866152714414,408.29127396136755
14,0.0543087328308854,0.7772455460303438,17347.06197979195,2596.198669889418,358.0238048743922
15,0.06806207067161876,0.45196944204517414,17288.965627883215,3749.948384702293,287.48965112754377
16,0.0694028747010542,1e-6,55961.317191591705,17013.883799190808,-196344118.2740056
17,0.06850988943649441,0.301015279441215,17229.686396601614,3826.2858692723967,606.4123649775865
18,0.0689563820687743,0.1505081397206075,17023.96618341685,2394.8215187556343,2745.571820087207
19,0.06925364953924117,0.05030295495979903,16641.186785215334,493.963824956154,143.04131580502144
20,0.06907787716423897,1e-6,55955.77341533513,17102.071815243107,-196343810.96543264
21,0.06919528572053785,0.03360059100949222,16746.9527222268,1927.0609670275007,-16687.065957867162
22,0.0692525577472278,0.04999050954463659,16641.1641679715,506.0213639262656,-2.5182602439599577
23,0.06547121431128257,0.049678889050225876,16639.32946715909,462.632509006653,4.374969594209688
24,0.050345840567501646,0.04843240707258303,16634.31566683442,141.0117254818033,158.03028338268632
25,0.041843450545175465,0.047241750865198856,16634.24003139047,-195.02211005601566,149.1719901241595
26,0.04623317531128953,0.04785647837449415,16633.92450403138,1.8367671509622596,139.84321589305182
27,0.04565051304323087,0.04747149421817902,16633.896462615856,-2.5716409254528116,6.412419224943733
28,0.045700096860504504,0.047462584225874294,16633.89638208824,0.376809730369132,-0.6266419768508058
29,0.04569277052887251,0.04746296292874781,16633.89638057921,-1.4402758097276092e-4,-0.0030638693715445697
